datetime_column,RRU.MaxLayerDlMimo,PEE.AvgPower,RRU.PrbUsedDl,RRU.PrbUsedUl
2022-12-31 20:00:00,0.5,340.6347046,136.5,136.5
2022-12-31 20:01:00,0.583333333,340.6347046,159.25,154.7
2022-12-31 20:02:00,0.75,340.6347046,204.75,195.65
2022-12-31 20:03:00,0.7,340.6347046,190.45,172.9
2022-12-31 20:04:00,0.7,340.6347046,170.2666667,177.45
2022-12-31 20:05:00,0.6,340.6347046,163.8,163.8
2022-12-31 20:06:00,0.8,340.6347046,215.8,200.2
2022-12-31 20:07:00,0.483333333,340.6347046,131.95,127.4
2022-12-31 20:08:00,0.383333333,327.6705017,104.65,93.33333333
2022-12-31 20:09:00,0.766666667,337.9710821,209.3,195.65
2022-12-31 20:10:00,0.583333333,340.6347046,159.25,154.7
2022-12-31 20:11:00,0.65,339.9954356,177.45,172.9
2022-12-31 20:12:00,0.55,337.2252686,149.4833333,141.05
2022-12-31 20:13:00,0.483333333,340.6347046,131.95,109.2
2022-12-31 20:14:00,0.7,340.6347046,191.1,186.55
2022-12-31 20:15:00,0.483333333,327.6705017,130.9333333,122.85
2022-12-31 20:16:00,0.616666667,340.6347046,164.35,163.8
2022-12-31 20:17:00,0.633333333,327.6705017,172.9,168.35
2022-12-31 20:18:00,0.75,340.6347046,204.75,195.65
2022-12-31 20:19:00,0.616666667,340.6347046,165.8166667,159.25
2022-12-31 20:20:00,0.55,340.6347046,150.15,141.05
2022-12-31 20:21:00,0.666666667,340.6347046,169.1833333,177.45
2022-12-31 20:22:00,0.65,340.6347046,177.45,168.35
2022-12-31 20:23:00,0.583333333,332.3242035,159.25,141.05
2022-12-31 20:24:00,0.6,340.6347046,163.8,159.25
2022-12-31 20:25:00,0.583333333,340.6347046,159.25,150.15
2022-12-31 20:26:00,0.433333333,340.6347046,118.3,113.75
2022-12-31 20:27:00,0.333333333,340.6347046,100.0,100.0
2022-12-31 20:28:00,0.683333333,340.6347046,181.8333333,177.45
2022-12-31 20:29:00,0.616666667,340.6347046,159.5,163.8
2022-12-31 20:30:00,0.533333333,338.7168966,145.6,99.4
2022-12-31 20:31:00,0.583333333,327.6705017,159.25,154.7
2022-12-31 20:32:00,0.7,340.6347046,191.1,168.35
2022-12-31 20:33:00,0.783333333,340.6347046,207.7666667,191.1
2022-12-31 20:34:00,0.716666667,340.6347046,194.4,186.55
2022-12-31 20:35:00,0.7,339.7823461,191.1,182.0
2022-12-31 20:36:00,0.7,335.3074595,191.1,182.0
2022-12-31 20:37:00,0.466666667,340.6347046,127.4,100.0
2022-12-31 20:38:00,0.816666667,327.6705017,219.85,213.85
2022-12-31 20:39:00,0.566666667,327.6705017,154.7,145.6
2022-12-31 20:40:00,0.466666667,340.6347046,127.4,127.4
2022-12-31 20:41:00,0.6,329.9802144,163.8,154.7
2022-12-31 20:42:00,0.75,340.6347046,204.75,145.6
2022-12-31 20:43:00,0.5,335.3074595,136.5,131.95
2022-12-31 20:44:00,0.666666667,340.6347046,182.0,168.35
2022-12-31 20:45:00,0.6,340.6347046,163.8,154.7
2022-12-31 20:46:00,0.616666667,327.6705017,168.35,163.8
2022-12-31 20:47:00,0.633333333,340.0487081,164.0666667,159.25
2022-12-31 20:48:00,0.566666667,340.6347046,154.7,145.6
2022-12-31 20:49:00,0.633333333,340.6347046,172.9,168.35
2022-12-31 20:50:00,0.666666667,337.8645373,182.0,177.45
2022-12-31 20:51:00,0.65,337.4383575,177.45,168.35
2022-12-31 20:52:00,0.683333333,338.1309011,163.8,177.45
2022-12-31 20:53:00,0.2,340.6347046,100.0,100.0
2022-12-31 20:54:00,0.8,340.6347046,218.4,209.3
2022-12-31 20:55:00,0.3,340.6347046,100.0,100.0
2022-12-31 20:56:00,0.716666667,340.6347046,195.65,191.1
2022-12-31 20:57:00,0.783333333,327.6705017,213.85,204.75
2022-12-31 20:58:00,0.566666667,340.6347046,154.7,150.15
2022-12-31 20:59:00,0.616666667,340.6347046,168.35,159.25
2022-12-31 21:00:00,0.75,339.1963491,204.75,195.65
2022-12-31 21:01:00,0.6,340.6347046,141.05,136.5
2022-12-31 21:02:00,0.566666667,340.6347046,154.7,145.6
2022-12-31 21:03:00,0.183333333,327.6705017,90.0,90.0
2022-12-31 21:04:00,0.7,337.7047198,190.45,186.55
2022-12-31 21:05:00,0.55,340.6347046,150.15,141.05
2022-12-31 21:06:00,0.616666667,340.6347046,168.35,159.25
2022-12-31 21:07:00,0.583333333,334.721463,155.15,154.7
2022-12-31 21:08:00,0.5,337.6514476,136.5,127.4
2022-12-31 21:09:00,0.7,340.6347046,191.1,172.9
2022-12-31 21:10:00,0.55,340.6347046,150.15,150.15
2022-12-31 21:11:00,0.566666667,339.5692556,154.7,145.6
2022-12-31 21:12:00,0.483333333,340.6347046,131.95,127.4
2022-12-31 21:13:00,0.333333333,331.6849332,97.2,97.2
2022-12-31 21:14:00,0.683333333,340.6347046,184.4666667,182.0
2022-12-31 21:15:00,0.583333333,332.430748,159.25,150.15
2022-12-31 21:16:00,0.716666667,340.6347046,194.9833333,177.45
2022-12-31 21:17:00,0.666666667,340.6347046,180.9833333,172.9
2022-12-31 21:18:00,0.65,327.6705017,177.45,95.23333333
2022-12-31 21:19:00,0.616666667,340.6347046,168.35,163.8
2022-12-31 21:20:00,0.716666667,335.3074595,195.65,186.55
2022-12-31 21:21:00,0.816666667,340.6347046,175.7,209.3
2022-12-31 21:22:00,0.716666667,327.6705017,193.55,145.6
2022-12-31 21:23:00,0.516666667,340.6347046,141.05,100.0
2022-12-31 21:24:00,0.833333333,327.6705017,190.4833333,213.85
2022-12-31 21:25:00,0.5,333.8691035,136.5,131.95
2022-12-31 21:26:00,0.233333333,340.6347046,100.0,100.0
2022-12-31 21:27:00,0.616666667,337.2785403,148.0666667,163.8
2022-12-31 21:28:00,0.566666667,340.6347046,154.7,150.15
2022-12-31 21:29:00,0.633333333,340.6347046,170.7833333,163.8
2022-12-31 21:30:00,0.616666667,340.6347046,168.35,154.7
2022-12-31 21:31:00,0.583333333,339.5159831,159.25,154.7
2022-12-31 21:32:00,0.75,340.6347046,204.75,204.75
2022-12-31 21:33:00,0.533333333,340.6347046,145.6,136.5
2022-12-31 21:34:00,0.683333333,340.6347046,185.8833333,163.8
2022-12-31 21:35:00,0.666666667,340.6347046,182.0,172.9
2022-12-31 21:36:00,0.5,337.598175,136.5,131.95
2022-12-31 21:37:00,0.4,327.6705017,99.93333333,95.55
2022-12-31 21:38:00,0.716666667,340.6347046,195.65,186.55
2022-12-31 21:39:00,0.75,335.4672778,204.75,172.9
2022-12-31 21:40:00,0.6,340.6347046,162.7833333,100.0
2022-12-31 21:41:00,0.416666667,340.6347046,113.75,100.0
2022-12-31 21:42:00,0.433333333,331.312026,113.0833333,109.2
2022-12-31 21:43:00,0.716666667,337.9710826,195.65,191.1
2022-12-31 21:44:00,0.533333333,340.6347046,145.6,136.5
2022-12-31 21:45:00,0.716666667,340.6347046,195.65,186.55
2022-12-31 21:46:00,0.6,335.3074595,163.8,159.25
2022-12-31 21:47:00,0.666666667,340.6347046,180.8666667,177.45
2022-12-31 21:48:00,0.683333333,340.6347046,186.55,182.0
2022-12-31 21:49:00,0.75,335.0410975,204.75,200.2
2022-12-31 21:50:00,0.6,336.8523616,163.8,98.61666667
2022-12-31 21:51:00,0.5,334.455101,136.5,131.95
2022-12-31 21:52:00,0.783333333,335.3074595,213.85,209.3
2022-12-31 21:53:00,0.316666667,340.6347046,100.0,100.0
2022-12-31 21:54:00,0.283333333,327.6705017,95.0,95.0
2022-12-31 21:55:00,0.466666667,340.6347046,127.4,122.85
2022-12-31 21:56:00,0.65,340.6347046,172.7333333,163.8
2022-12-31 21:57:00,0.566666667,340.6347046,154.7,145.6
2022-12-31 21:58:00,0.7,327.6705017,191.1,172.9
2022-12-31 21:59:00,0.933333333,338.1841721,254.8,250.25
2022-12-31 22:00:00,0.316666667,333.9223757,97.9,97.9
2022-12-31 22:01:00,0.483333333,340.6347046,131.95,122.85
2022-12-31 22:02:00,0.45,340.6347046,109.3666667,104.65
2022-12-31 22:03:00,0.616666667,335.3074595,168.35,159.25
2022-12-31 22:04:00,0.8,340.6347046,218.4,204.75
2022-12-31 22:05:00,0.5,336.532726,136.5,131.95
2022-12-31 22:06:00,0.866666667,336.692544,236.6,182.0
2022-12-31 22:07:00,0.7,340.6347046,179.9833333,163.8
2022-12-31 22:08:00,0.8,340.6347046,217.4333333,209.3
2022-12-31 22:09:00,0.283333333,340.6347046,100.0,100.0
2022-12-31 22:10:00,0.833333333,340.6347046,227.5,209.3
2022-12-31 22:11:00,0.5,327.6705017,136.5,131.95
2022-12-31 22:12:00,0.566666667,340.6347046,154.7,145.6
2022-12-31 22:13:00,0.6,327.6705017,163.8,150.15
2022-12-31 22:14:00,0.15,340.6347046,100.0,100.0
2022-12-31 22:15:00,0.683333333,340.6347046,186.55,182.0
2022-12-31 22:16:00,0.766666667,340.6347046,206.7833333,195.65
2022-12-31 22:17:00,0.5,336.4794535,136.2,131.95
2022-12-31 22:18:00,0.45,327.6705017,122.85,113.75
2022-12-31 22:19:00,0.6,340.6347046,163.8,154.7
2022-12-31 22:20:00,0.75,337.49163,204.75,200.2
2022-12-31 22:21:00,0.433333333,340.6347046,118.3,113.75
2022-12-31 22:22:00,0.466666667,340.6347046,127.4,100.0
2022-12-31 22:23:00,0.45,340.6347046,122.85,100.0
2022-12-31 22:24:00,0.8,340.6347046,218.4,209.3
2022-12-31 22:25:00,0.75,340.6347046,185.3166667,195.65
2022-12-31 22:26:00,0.65,334.6149178,177.4333333,163.8
2022-12-31 22:27:00,0.266666667,335.3074595,98.33333333,98.33333333
2022-12-31 22:28:00,0.716666667,340.6347046,193.9666667,182.0
2022-12-31 22:29:00,0.45,340.6347046,122.85,122.85
2022-12-31 22:30:00,0.566666667,335.3074595,154.7,150.15
2022-12-31 22:31:00,0.716666667,337.7579923,195.65,191.1
2022-12-31 22:32:00,0.583333333,340.6347046,159.25,150.15
2022-12-31 22:33:00,0.15,340.6347046,100.0,100.0
2022-12-31 22:34:00,0.466666667,335.3074595,125.1,109.2
2022-12-31 22:35:00,0.683333333,340.6347046,184.6166667,182.0
2022-12-31 22:36:00,0.683333333,340.6347046,186.55,177.45
2022-12-31 22:37:00,0.383333333,327.6705017,104.65,100.1
2022-12-31 22:38:00,0.533333333,330.3531222,145.6,145.6
2022-12-31 22:39:00,0.183333333,340.6347046,100.0,100.0
2022-12-31 22:40:00,0.683333333,340.6347046,186.55,145.6
2022-12-31 22:41:00,0.35,340.6347046,99.86666667,99.86666667
2022-12-31 22:42:00,0.633333333,340.6347046,172.9,122.85
2022-12-31 22:43:00,0.633333333,327.6705017,172.9,168.35
2022-12-31 22:44:00,0.683333333,340.6347046,180.5833333,177.45
2022-12-31 22:45:00,0.766666667,336.3196363,207.2166667,195.65
2022-12-31 22:46:00,0.616666667,327.6705017,168.35,163.8
2022-12-31 22:47:00,0.916666667,340.6347046,249.5833333,168.35
2022-12-31 22:48:00,0.633333333,340.6347046,159.9833333,163.8
2022-12-31 22:49:00,0.683333333,340.6347046,186.55,182.0
2022-12-31 22:50:00,0.766666667,340.6347046,198.6333333,191.1
2022-12-31 22:51:00,0.466666667,333.922376,127.4,127.4
2022-12-31 22:52:00,0.733333333,337.225268,200.2,186.55
2022-12-31 22:53:00,0.65,329.8736697,177.15,172.9
2022-12-31 22:54:00,0.183333333,338.6103516,99.36666667,99.36666667
2022-12-31 22:55:00,0.666666667,336.6925435,182.0,97.8
2022-12-31 22:56:00,0.516666667,340.6347046,141.05,141.05
2022-12-31 22:57:00,0.516666667,340.6347046,141.05,136.5
2022-12-31 22:58:00,0.216666667,340.6347046,100.0,100.0
2022-12-31 22:59:00,0.766666667,327.6705017,209.3,191.1
2022-12-31 23:00:00,0.5,327.6705017,136.5,127.4
2022-12-31 23:01:00,0.8,340.6347046,138.7333333,204.75
