timestamp,DRB.UEThpDl,RRU.PrbUsedDl,RRC.ConnMean,QosFlow.TotPdcpPduVolumeDl,PEE.AvgPower
1722211200000,0.0024718095276815,22.516666666666666,2.2666666666666666,2.25,98.19178167978924
1722211260000,0.0022549156373618,30.883333333333333,2.15,2.1166666666666667,111.45662231445311
1722211320000,0.0033527976775076,24.0,2.933333333333333,3.05,101.4946736653646
1722211380000,0.0019248061978335,18.566666666666663,1.4333333333333331,1.7,80.87823479970297
1722211440000,0.0025945702082632,32.266666666666666,2.2,2.4,121.20548086166382
1722211500000,0.0015523818476746,19.116666666666667,1.45,1.4,79.65296853383383
1722211560000,0.0001818223623558,11.666666666666666,0.2,0.1166666666666666,58.29071553548177
1722211620000,0.0007463501242455,23.48333333333333,0.6333333333333333,0.55,98.45814355214436
1722211680000,0.0028797785596301,39.15,2.316666666666667,2.5166666666666666,143.57991043726602
1722211740000,0.0009734457019173,16.683333333333334,0.7166666666666667,0.6666666666666666,83.38203996022543
1722211800000,0.0017257283480897,39.85,1.3833333333333333,1.4,152.36986436843873
1722211860000,0.0007214982819277,18.966666666666665,0.5833333333333334,0.4833333333333333,83.06240555445353
1722211920000,0.0009723042952828,18.05,0.7333333333333333,0.6833333333333333,87.75038143793742
1722211980000,0.0005972649038691,16.483333333333334,0.5,0.4666666666666667,87.48401899337769
1722212040000,0.0007295022970841,16.566666666666666,0.5666666666666667,0.65,77.41552610397339
1722212100000,0.001851609563649,41.68333333333333,1.45,1.5333333333333334,158.97564894358317
1722212160000,0.0005689162838583,19.03333333333333,0.4666666666666667,0.3666666666666666,82.5829532623291
1722212220000,0.0010821616674851,25.166666666666668,0.9666666666666668,0.8666666666666667,91.63927040100096
1722212280000,0.0006591469544218,18.2,0.6166666666666667,0.5,91.47945283253988
1722212340000,0.0014872769505018,20.383333333333333,1.0833333333333333,1.2,92.8112640062968
1722212400000,0.0014455240724297,28.766666666666666,1.1166666666666667,1.1166666666666667,111.88280175526936
1722212460000,0.0004854464835564,29.45,0.45,0.2,112.68188854853312
1722212520000,0.0021813332869593,17.933333333333334,1.5666666666666669,1.8333333333333333,79.43987890879313
1722212580000,0.0017776756169041,18.25,1.4166666666666667,1.45,79.01370010375976
1722212640000,0.002631580455151,31.95,2.1333333333333333,2.45,123.65601364771526
1722212700000,0.0012824485173041,32.516666666666666,1.0833333333333333,0.9833333333333332,132.6590568224589
1722212760000,0.0018407236765294,58.2,1.7833333333333334,1.65,207.56012261708577
1722212820000,0.000828653332428,17.766666666666666,0.6333333333333333,0.6333333333333333,67.13394295374552
1722212880000,0.001428892686575,46.43333333333333,1.1166666666666667,1.15,164.19634815851848
1722212940000,0.0003236891895843,19.45,0.3166666666666666,0.1833333333333333,86.63165979385376
1722213000000,0.0020214442784587,19.78333333333333,1.4166666666666667,1.7166666666666666,82.90258836746216
1722213060000,0.0007962305637932,31.816666666666663,0.7666666666666667,0.4833333333333333,141.44901231129964
1722213120000,0.0014269018390526,51.56666666666667,1.2666666666666666,1.1666666666666667,188.91476532618205
1722213180000,0.0009167378079534,19.816666666666663,0.7,0.7,76.1902595202128
1722213240000,0.001208077846483,18.73333333333333,0.8833333333333333,0.7833333333333333,87.16438446044921
1722213300000,0.001664541112647,31.266666666666666,1.2333333333333334,1.2166666666666666,112.20243692398073
1722213360000,0.0027692194290769,23.0,2.2666666666666666,2.55,99.3637752532959
1722213420000,0.0005788645319019,25.03333333333333,0.5333333333333333,0.4,99.36377541224162
1722213480000,0.0012179479027205,32.31666666666667,1.0166666666666666,0.95,133.8843240737915
1722213540000,0.0012893288910466,21.383333333333333,0.95,1.1166666666666667,90.5738213221232
1722213600000,0.000599158933619,20.116666666666667,0.4666666666666667,0.3833333333333333,80.66514507929485
1722213660000,0.0005828345805639,16.1,0.4666666666666667,0.4166666666666667,80.45205535888672
1722213720000,0.0019653080302911,17.466666666666665,1.55,1.6833333333333331,81.46423165003459
1722213780000,0.0017786156812993,21.383333333333333,1.3166666666666669,1.5333333333333334,87.48401867548624
1722213840000,0.0010499983084931,55.2,0.9,0.4833333333333333,205.64231475194296
1722213900000,0.001552285264673,16.283333333333335,1.15,1.2833333333333334,57.70471881230672
1722213960000,0.0014232961354233,17.516666666666666,1.05,1.1166666666666667,71.87519079844157
1722214020000,0.0012993570368659,19.75,0.9833333333333332,1.0,85.29984833399455
1722214080000,0.0016784062119162,23.83333333333333,1.3333333333333333,1.2833333333333334,94.14307594299316
1722214140000,0.0017147348029538,27.066666666666663,1.5166666666666666,1.4833333333333334,105.80974299112955
1722214200000,0.0012296988638505,15.55,0.95,0.8833333333333333,75.337899684906
1722214260000,0.0012292096808475,23.416666666666668,0.9,0.9666666666666668,90.8401837348938
1722214320000,0.0015089987263005,16.816666666666666,1.3833333333333333,1.45,70.0106546719869
1722214380000,0.0010342979842486,30.516666666666666,1.05,1.0166666666666666,126.79908997217814
1722214440000,0.0028518550308945,45.85,2.333333333333333,2.5,179.1126350402832
1722214500000,0.0012496872339397,23.33333333333333,1.1166666666666667,0.9833333333333332,92.01217711766562
1722214560000,0.0018327704048715,24.03333333333333,1.6666666666666667,1.5333333333333334,90.84018297195436
1722214620000,0.0013321106681056,30.35,1.0833333333333333,1.0333333333333334,102.5068504333496
1722214680000,0.0027378994408839,24.966666666666665,2.2666666666666666,2.333333333333333,98.83105093638102
1722214740000,0.002074368110819,33.333333333333336,1.7,1.8833333333333333,131.3805188814799
1722214800000,0.0010483837015035,46.68333333333333,0.95,0.7166666666666667,157.3242021560669
