name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721196525614,1,0.05978880450129509,0.04344959929585457,0,0,15,15,86.6439208984375,0.020105710066025736,59.78880310058594,43.44960021972656,0,0,0,0,0,0,0,9,6,1,273,273,15,100,42,273,1,S2/N77/C1,-500,1136,25,2,4240821235048452,4,690.0519409179688,100,1,0,37,0,984,985
CellReports,1721196525614,1,0.02064640074968338,0.022726399824023247,0,0,16,16,69.76261138916016,0.02155187532473324,20.646400451660156,22.72640037536621,0,0,0,0,0,0,0,6,4,1,273,273,10,100,28,273,1,S2/N77/C3,-500,1136,25,2,4240821235048454,6,296.0439758300781,54,1,240,37,0,984,985
CellReports,1721196525614,1,0.014407200738787651,0.03641360253095627,0,0,13,13,42.75252151489258,0.01501130689786832,14.407200813293457,36.41360092163086,0,0,0,0,0,0,0,6,2,1,273,273,4,100,11,273,1,S6/N77/C1,-1654,-890,25,6,4240821235048464,16,231.95823669433594,72,1,0,37,0,984,985
CellReports,1721196525614,1,0.052643999457359314,0.04344959929585457,0,0,11,11,46.1287841796875,0.01869799667217372,52.64400100708008,43.44960021972656,0,0,0,0,0,0,0,8,6,1,273,273,13,100,37,273,1,S3/N77/C1,1042,1095,25,3,4240821235048455,7,300.4458312988281,88,1,0,37,0,984,985
CellReports,1721196525614,1,0.0361408032476902,0.02263999730348587,0,0,23,23,96.772705078125,0.023992161967506725,36.140804290771484,22.639997482299805,0,0,0,0,0,0,0,9,7,1,273,273,18,100,49,273,1,S2/N77/C2,-500,1136,25,2,4240821235048453,5,373.4359130859375,61,1,120,37,0,984,985
CellReports,1721196525614,1,0.006948800291866064,0.02680160105228424,0,0,26,26,42.75252151489258,0.015049758762723619,6.948800086975098,26.80160140991211,0,0,0,0,0,0,0,9,2,1,273,273,2,100,8,273,1,S7/N77/C2,-548,-1209,25,7,4240821235048468,20,162.1050567626953,70,1,120,37,0,984,985
CellReports,1721196525614,1,0.024463199079036713,0.04153119772672653,0,0,25,25,59.63383102416992,0.01745628279245342,24.463199615478516,41.53119659423828,0,0,0,0,0,0,0,8,5,1,273,273,6,100,17,273,1,S5/N77/C3,1425,-88,25,5,4240821235048463,15,504.0763244628906,49,1,240,37,0,984,985
CellReports,1721196525614,1,0.05557440593838692,0.04313599690794945,0,0,8,8,86.6439208984375,0.018105275243183592,55.574405670166016,43.1359977722168,0,0,0,0,0,0,0,6,6,1,273,273,14,100,39,273,1,S6/N77/C3,-1654,-890,25,6,4240821235048466,18,690.0519409179688,93,1,240,37,0,984,985
CellReports,1721196525614,1,0.019685599952936172,0.041866399347782135,0,0,29,29,59.63383102416992,0.01533392742250859,19.68560028076172,41.866397857666016,0,0,0,0,0,0,0,7,6,1,273,273,5,100,13,273,1,S8/N77/C1,753,-1161,25,8,4240821235048470,22,478.54718017578125,42,1,0,37,0,984,985
CellReports,1721196525614,1,0.01992960087954998,0.04344960302114487,0,0,10,10,52.88130569458008,0.016419958142082663,19.929601669311523,43.44960403442383,0,0,0,0,0,0,0,5,2,1,273,273,5,100,14,273,1,S1/N77/C3,-1655,1065,25,1,4240821235048451,3,376.87420654296875,100,1,240,37,0,984,985
CellReports,1721196525614,1,0.013331200927495956,0.04212719947099686,0,0,20,20,63.01008987426758,0.014636166752937671,13.33120059967041,42.127201080322266,0,0,0,0,0,0,0,5,5,1,273,273,3,100,9,273,1,S1/N77/C2,-1655,1065,25,1,4240821235048450,2,455.1651916503906,27,1,120,37,0,984,985
CellReports,1721196525614,1,0.04697360098361969,0.03289920091629028,0,0,15,15,90.02017974853516,0.020709685699364044,46.973602294921875,32.899200439453125,0,0,0,0,0,0,0,11,11,1,273,273,16,100,44,273,1,S4/N77/C3,-1015,-80,25,4,4240821235048460,12,521.8829956054688,60,1,240,37,0,984,985
