name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721194909890,1,0.021269600838422775,0.04021120071411133,0,0,30,30,66.3863525390625,0.029673331337781248,21.26959991455078,40.21120071411133,0,0,0,0,0,0,0,11,5,1,273,273,5,100,16,273,1,S5/N77/C2,1425,-88,25,5,4240821235048462,14,531.1815185546875,42,1,120,37,0,1741,1742
CellReports,1721194909890,1,0.011342399753630161,0.03770960122346878,0,0,13,13,52.88130569458008,0.02519509585767228,11.342399597167969,37.70960235595703,0,0,0,0,0,0,0,5,2,1,273,273,3,100,9,273,1,S1/N77/C3,-1655,1065,25,1,4240821235048451,3,315.3174743652344,56,1,240,37,0,1741,1742
CellReports,1721194909890,1,0.01992960087954998,0.04344960302114487,0,0,26,26,52.88130569458008,0.024858407577597007,19.929601669311523,43.44960403442383,0,0,0,0,0,0,0,7,2,1,273,273,5,100,14,273,1,S1/N77/C2,-1655,1065,25,1,4240821235048450,2,376.87420654296875,100,1,120,37,0,1741,1742
CellReports,1721194909890,1,0.016910400241613388,0.04147360101342201,0,0,40,40,46.1287841796875,0.025499897225428343,16.910400390625,41.473602294921875,0,0,0,0,0,0,0,7,4,1,273,273,4,100,12,273,1,S8/N77/C1,753,-1161,25,8,4240821235048470,22,279.4784240722656,69,1,0,37,0,1741,1742
CellReports,1721194909890,1,0.03439120203256607,0.03728000447154045,0,0,52,52,76.51513671875,0.026875723706961334,34.39120101928711,37.28000259399414,0,0,0,0,0,0,0,12,6,1,273,273,8,100,24,273,1,S7/N77/C1,-548,-1209,25,7,4240821235048467,19,658.4005126953125,58,1,0,37,0,1741,1742
CellReports,1721194909890,1,0.015518399886786938,0.04282720014452934,0,0,27,27,46.1287841796875,0.024922181402235465,15.518400192260742,42.82720184326172,0,0,0,0,0,0,0,8,3,1,273,273,4,100,11,273,1,S5/N77/C1,1425,-88,25,5,4240821235048461,13,307.4176025390625,81,1,0,37,0,1741,1742
CellReports,1721194909890,1,0.0163503997027874,0.024527201429009438,0,0,22,22,52.88130569458008,0.03399025655556991,16.350399017333984,24.52720069885254,0,0,0,0,0,0,0,11,9,1,273,273,7,100,19,273,1,S4/N77/C3,-1015,-80,25,4,4240821235048460,12,293.305908203125,28,1,240,37,0,1741,1742
CellReports,1721194909890,1,0.02038399875164032,0.04240160062909126,0,0,14,14,63.01008987426758,0.029720223855897596,20.38399887084961,42.4015998840332,0,0,0,0,0,0,0,8,4,1,273,273,5,100,14,273,1,S6/N77/C3,-1654,-890,25,6,4240821235048466,18,511.51177978515625,51,1,240,37,0,1741,1742
CellReports,1721194909890,1,0.021241601556539536,0.03667519986629486,0,0,26,26,49.50504684448242,0.02571466495840115,21.241601943969727,36.675201416015625,0,0,0,0,0,0,0,7,3,1,273,273,6,100,17,273,1,S4/N77/C2,-1015,-80,25,4,4240821235048459,11,314.0690002441406,71,1,120,37,0,1741,1742
CellReports,1721194909890,1,0.014575200155377388,0.03908880054950714,0,0,24,24,52.88130569458008,0.02354916847178943,14.575200080871582,39.088802337646484,0,0,0,0,0,0,0,5,3,1,273,273,4,100,11,273,1,S4/N77/C1,-1015,-80,25,4,4240821235048458,10,387.1614074707031,49,1,0,37,0,1741,1742
