name,time (ms),DRB.EstabSucc,DRB.UECqiDl,DRB.UECqiUl,DRB.UEThpDl,DRB.UEThpUl,QF.EstabAttNbr,QF.EstabSuccNbr,QF.RelActNbr,QF.ReleaseAttNbr,RRU.PrbUsedDl,RRU.PrbUsedUl,SM.PDUSessionSetupReq,SM.PDUSessionSetupSucc,TB.TotNbrDl,TB.TotNbrUl,Viavi.CA.cells,Viavi.Cell.Name,Viavi.Cell.beam,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.QoS.5qi,Viavi.QoS.Priority,Viavi.QoS.Score,Viavi.UE.Name,Viavi.UE.RsSinr,Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.Slice,Viavi.UE.anomalies,Viavi.UE.targetThroughputDl,Viavi.mMIMO.Beamforming,Viavi.mMIMO.Group,Viavi.mMIMO.Type,_QF.AbnormDuration,_QF.NormDuration,neighbor,report
UEReports,1721118659273,,4,4,0,0.0009463999886065722,,,,,0,45,,,57491,7874,1,S1/N77/C2,6,1504,-1274,2,1,20,3,Pedestrian-47,6.075348377227783,-116.1534423828125,-11.750018119812012,eMBB,0,0,Digital,1,SSB,,,,serving
UEReports,1721118659273,,13,13,0.004355200100690126,0.006662399973720312,,,,,3,45,,,58935,8364,1,S1/N77/C2,3,-401,1006,2,1,20,44,Pedestrian-24,23.075347900390625,-99.1534423828125,-10.813152313232422,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118659273,,5,5,0.0007808000082150102,0.0011520000407472253,,,,,3,46,,,56771,8386,1,S4/N77/C3,1,1461,-806,12,1,20,16,Indoor-11,8.075348854064941,-114.1534423828125,-11.420501708984375,eMBB,0,0.004999999888241291,Digital,1,CSI-RS,,,,serving
UEReports,1721118659273,,15,15,0.00996480043977499,0.006207999773323536,,,,,7,39,,,58372,8366,1,S3/N77/C3,9,-505,-879,2,1,20,100,Pedestrian-42,30.075347900390625,-92.1534423828125,-10.7960786819458,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118659273,,15,15,0.00901199970394373,0.008593600243330002,,,,,6,54,,,66374,8362,1,S1/N77/C1,9,-1494,1361,2,1,20,90,Pedestrian-18,39.075347900390625,-83.1534423828125,-10.792349815368652,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118659273,,15,15,0.00901199970394373,0.008593600243330002,,,,,6,54,,,69226,8352,1,S1/N77/C1,9,-1502,1262,2,1,20,90,Pedestrian-17,42.075347900390625,-80.1534423828125,-10.792081832885742,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118659273,,15,15,0.009006399661302567,0.008751999586820602,,,,,6,55,,,69260,8340,1,S1/N77/C1,9,-1505,1173,2,1,20,90,Pedestrian-14,42.075347900390625,-80.1534423828125,-10.792081832885742,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.008593600243330002,,,,,7,54,,,69209,8350,1,S1/N77/C1,9,-1502,1265,2,1,20,100,Pedestrian-17,38.075347900390625,-84.1534423828125,-10.792489051818848,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.009804800152778625,0.008751999586820602,,,,,6,55,,,69242,8338,1,S1/N77/C1,9,-1505,1170,2,1,20,98,Pedestrian-14,44.075347900390625,-78.1534423828125,-10.791982650756836,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.009916800074279308,0.008376800455152988,,,,,7,55,,,48796,8368,1,S2/N77/C2,2,1291,1008,2,1,20,99,Pedestrian-23,26.075347900390625,-96.1534423828125,-10.802520751953125,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0,0.006207999773323536,,,,,0,39,,,58068,8362,1,S2/N77/C3,3,-509,495,2,1,20,0,Pedestrian-52,38.075347900390625,-84.1534423828125,-10.792489051818848,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.009411199949681759,0.0049391998909413815,,,,,6,39,,,53314,8344,1,S3/N77/C3,6,-993,-1421,2,1,20,94,Pedestrian-39,29.075347900390625,-93.1534423828125,-10.797182083129883,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,15,15,0.008607200346887112,0.007161600049585104,,,,,6,45,,,50285,8358,1,S4/N77/C3,9,999,-751,2,1,20,86,Pedestrian-43,30.075347900390625,-92.1534423828125,-10.7960786819458,eMBB,0,0.009999999776482582,Digital,1,CSI-RS,,,,serving
UEReports,1721118658288,,12,12,0.0005536000244319439,0.007435999810695648,,,,,0,55,,,63036,8360,1,S1/N77/C1,8,-998,1305,2,1,20,6,Pedestrian-15,20.075347900390625,-102.1534423828125,-10.8342866897583,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,10,10,0,0.003505599917843938,,,,,0,39,,,55957,8246,1,S2/N77/C3,8,-1996,-526,2,1,20,0,Pedestrian-22,17.075347900390625,-105.1534423828125,-10.876151084899902,eMBB,0,0,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.008751999586820602,,,,,7,55,,,67814,8344,1,S1/N77/C1,2,-2005,1414,2,1,20,100,Pedestrian-16,30.075347900390625,-92.1534423828125,-10.7960786819458,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,13,13,0,0.004674400202929974,,,,,0,39,,,50125,8286,1,S2/N77/C3,6,-1421,-500,2,1,20,0,Pedestrian-49,22.075347900390625,-100.1534423828125,-10.818659782409668,eMBB,0,0,Digital,1,SSB,,,,serving
UEReports,1721118658288,,15,15,0.00996480043977499,0.0032351999543607235,,,,,7,39,,,56929,8346,1,S2/N77/C3,8,-505,491,2,1,20,100,Pedestrian-19,36.075347900390625,-86.1534423828125,-10.792884826660156,eMBB,0,0.009999999776482582,Digital,1,SSB,,,,serving
UEReports,1721118658288,,1,1,0.0003279999946244061,0.0002623999898787588,,,,,6,39,,,47070,8382,1,S3/N77/C3,6,-561,-977,12,1,20,7,Indoor-9,-0.9246515035629272,-123.1534423828125,-14.289000511169434,eMBB,0,0.004999999888241291,Digital,1,CSI-RS,,,,serving
